history_id,user_id,song_id,listen_timestamp,listen_duration_ms,completed
198,549,2895,2024-10-26 23:32:15,9807,0
199,79,1724,2024-11-01 19:56:08,73364,0
200,373,433,2024-10-31 06:48:09,161980,0
201,113,389,2024-11-10 18:29:52,87340,0
202,422,2152,2024-11-03 05:33:47,225366,1
203,162,2616,2024-10-30 16:24:04,8078,0
204,203,2474,2024-10-16 01:53:34,18195,0
205,15,1015,2024-10-26 11:22:41,163380,0
206,332,1363,2024-11-03 17:26:34,57718,0
207,371,1932,2024-10-17 12:33:09,42265,0
208,115,1816,2024-10-25 02:25:28,79915,0
209,269,2645,2024-10-31 16:02:44,65241,0
210,10,485,2024-11-03 21:36:52,225404,0
211,103,2310,2024-11-07 12:53:35,130209,0
212,258,53,2024-10-21 20:42:24,18471,0
213,352,1511,2024-11-07 07:53:27,215943,0
214,20,3205,2024-10-24 17:53:19,114487,1
215,373,3477,2024-11-08 20:41:17,117967,0
216,58,441,2024-10-28 07:48:51,167290,0
217,252,1961,2024-11-03 04:12:24,15045,0
218,479,3886,2024-11-07 21:10:26,99385,0
219,177,3195,2024-10-15 23:12:15,13720,0
220,117,1981,2024-11-09 16:15:41,103822,0
221,135,3330,2024-10-31 19:23:32,90929,0
222,70,3685,2024-11-01 12:04:40,110078,0
223,377,3925,2024-10-21 22:22:17,508915,0
224,255,1009,2024-11-04 05:04:56,190429,0
225,352,2053,2024-10-19 05:29:20,95073,0
226,42,247,2024-10-21 00:33:24,141518,0
227,236,849,2024-10-19 13:37:36,26669,0
228,471,1763,2024-10-15 20:25:20,110693,0
229,338,3133,2024-11-03 12:26:31,143230,0
230,85,1076,2024-11-11 14:58:37,68799,0
231,33,738,2024-11-09 00:01:00,352794,1
232,446,3823,2024-11-01 16:45:57,77582,0
233,363,2971,2024-10-20 10:27:43,77554,0
234,138,3719,2024-10-26 02:49:54,65972,0
235,108,3522,2024-11-12 23:49:29,150889,0
236,261,777,2024-10-27 16:57:46,61610,0
237,520,1318,2024-10-16 19:48:36,139225,0
238,211,2932,2024-11-11 12:30:13,121782,0
239,190,527,2024-11-06 11:20:37,147029,0
240,407,3362,2024-11-09 03:31:27,29037,0
241,483,2285,2024-11-07 22:38:46,8521,0
242,520,3506,2024-10-21 21:10:06,15282,0
243,379,436,2024-10-19 18:36:10,116288,0
244,171,3120,2024-11-02 21:51:21,17279,0
245,310,3397,2024-10-30 21:43:27,26210,0
246,31,3356,2024-11-06 23:43:15,186075,0
247,487,1134,2024-10-19 08:48:44,228356,0
248,63,876,2024-11-11 14:57:55,84208,0
249,234,666,2024-10-18 02:29:25,13241,0
250,41,1380,2024-11-03 10:16:23,75744,0
251,74,600,2024-10-20 22:53:23,399363,1
252,424,1014,2024-10-28 14:12:13,110358,0
253,157,1942,2024-11-10 04:38:16,181797,0
254,421,3273,2024-11-13 00:06:02,25551,0
255,373,2510,2024-10-28 13:05:09,65906,0
256,490,1222,2024-11-04 01:39:38,50915,0
257,59,3517,2024-10-16 10:05:00,235575,0
258,167,2609,2024-10-21 09:33:11,97244,0
259,129,1291,2024-10-18 12:05:58,178529,0
260,398,3950,2024-10-18 06:18:39,116478,0
261,204,19,2024-11-06 18:52:57,17058,0
262,122,3799,2024-10-26 22:19:46,35055,0
263,59,3796,2024-11-02 01:22:41,40470,0
264,382,3733,2024-10-21 06:11:31,106331,0
265,532,869,2024-10-21 09:11:46,159413,0
266,173,1026,2024-10-31 17:45:13,103618,0
267,524,2782,2024-11-14 00:39:42,184348,0
268,294,1235,2024-11-02 08:57:41,103872,0
269,397,3208,2024-10-19 02:33:19,296198,0
270,310,3584,2024-10-27 20:06:30,124641,0
271,238,547,2024-10-21 23:29:52,101743,0
272,192,809,2024-11-02 11:10:30,68851,0
273,554,966,2024-10-23 17:59:01,114721,0
274,315,2286,2024-10-30 05:11:28,113035,0
275,254,2422,2024-11-08 10:05:55,67528,0
276,33,591,2024-11-14 16:06:00,141883,0
277,88,1877,2024-10-31 18:49:47,225611,0
278,462,3463,2024-10-28 14:56:07,1977,0
279,241,3689,2024-10-17 21:22:30,36366,0
280,347,785,2024-11-13 23:29:54,30330,0
281,463,76,2024-10-29 06:43:04,163528,0
282,12,595,2024-11-08 04:09:22,148684,0
283,304,2863,2024-10-25 13:46:38,66305,0
284,255,2680,2024-10-23 18:46:57,86777,0
285,505,2277,2024-11-06 12:39:42,34324,0
286,484,3011,2024-10-29 09:32:48,156237,1
287,488,1134,2024-11-09 19:16:16,104735,0
288,482,1222,2024-10-23 04:49:38,182160,0
289,96,2953,2024-10-16 14:59:58,2467,0
290,497,450,2024-10-29 00:02:53,119092,0
291,277,1915,2024-11-05 11:48:07,266717,1
292,456,623,2024-11-14 11:16:31,101595,0
293,21,12,2024-10-31 01:20:33,136691,0
294,53,1930,2024-10-26 06:05:42,13163,0
295,328,1195,2024-10-27 22:10:20,92438,0
296,125,3607,2024-11-03 12:49:18,92708,0
297,436,3224,2024-10-23 12:11:09,3948,0
298,191,1220,2024-10-17 20:56:39,142245,0
299,35,46,2024-11-07 10:53:27,140644,0
300,126,3772,2024-10-25 04:45:26,216222,0
301,86,2499,2024-11-01 11:53:31,103872,0
302,308,945,2024-11-08 06:05:07,179130,0
303,403,1380,2024-10-16 16:27:03,174130,1
304,17,2440,2024-10-26 06:41:57,104262,0
305,487,3326,2024-11-08 05:31:54,68343,0
306,127,1998,2024-10-31 23:12:13,80084,0
307,485,217,2024-11-12 12:17:47,183460,1
308,107,2027,2024-10-23 02:45:32,111244,0
309,535,3917,2024-10-18 19:49:35,29973,0
310,162,779,2024-10-20 01:32:01,146402,0
311,130,1192,2024-10-19 15:57:52,30891,0
312,534,762,2024-10-25 12:52:43,141854,0
313,262,3030,2024-10-30 23:53:48,65700,0
314,235,257,2024-10-21 01:20:04,23105,0
315,183,3135,2024-10-21 01:37:11,46486,0
316,382,276,2024-10-31 07:58:17,109761,0
317,72,3454,2024-10-16 19:32:45,156772,0
318,414,831,2024-11-04 01:19:01,160928,0
319,292,282,2024-11-07 20:27:18,246474,1
320,163,3160,2024-11-05 19:28:19,180248,1
321,180,1082,2024-10-26 04:25:58,72283,0
322,371,2165,2024-11-07 23:24:04,198255,0
323,552,625,2024-10-29 08:52:49,200457,0
324,539,2228,2024-10-21 00:52:53,176883,0
325,139,2859,2024-11-06 02:11:41,106585,0
326,383,2422,2024-10-27 16:32:10,131936,0
327,496,2185,2024-11-02 13:12:41,30288,0
328,385,3849,2024-10-31 06:53:45,108780,0
329,411,3604,2024-10-26 09:22:28,103603,0
330,437,3894,2024-10-25 06:39:54,109969,0
331,212,1158,2024-10-26 15:28:40,88040,0
332,43,736,2024-11-02 09:40:25,244481,0
333,279,3113,2024-11-13 21:19:05,216480,0
334,427,2769,2024-10-27 15:11:54,205558,0
335,21,2720,2024-10-16 07:54:21,42501,0
336,40,2951,2024-10-18 23:57:38,60465,0
337,355,853,2024-11-03 16:32:55,3734,0
338,472,1301,2024-11-01 09:33:12,28002,0
339,480,3992,2024-10-22 19:46:54,246967,0
340,151,2833,2024-11-04 13:41:21,108967,0
341,389,3145,2024-10-31 07:55:29,134353,0
342,358,1793,2024-10-17 18:24:14,36651,0
343,483,3272,2024-11-01 03:38:00,48914,0
344,119,2592,2024-11-11 19:27:20,192709,0
345,155,3824,2024-10-15 21:56:37,144251,0
346,359,3848,2024-11-14 08:20:58,62244,0
347,360,676,2024-10-24 03:35:18,62884,0
348,341,3321,2024-11-01 01:02:47,129184,0
349,81,84,2024-10-25 05:20:51,57742,0
350,227,101,2024-10-19 02:46:00,141283,0
351,478,691,2024-11-01 17:07:29,141002,0
352,334,2062,2024-11-09 06:58:57,147852,0
353,516,2307,2024-10-28 19:54:15,139740,0
354,171,3110,2024-10-24 08:36:48,80417,0
355,485,969,2024-10-16 18:30:42,14815,0
356,62,1378,2024-10-17 23:55:20,31914,0
357,472,2964,2024-11-08 08:53:21,19455,0
358,53,2064,2024-10-26 11:07:33,31901,0
359,396,1468,2024-11-13 02:34:02,100521,0
360,20,2306,2024-10-28 23:07:31,205793,0
361,541,161,2024-10-30 16:52:22,24929,0
362,293,2455,2024-10-26 19:18:12,165058,0
363,164,3669,2024-11-07 06:12:53,95776,0
364,43,1005,2024-10-21 01:05:07,92352,0
365,504,1987,2024-10-19 18:18:53,383323,1
366,10,3140,2024-10-28 20:36:41,84277,0
367,351,3679,2024-10-30 01:23:18,160465,0
368,405,494,2024-11-09 10:22:46,7970,0
369,233,2459,2024-11-09 11:02:13,126871,0
370,82,1534,2024-11-01 15:24:36,185120,0
371,245,3894,2024-10-25 05:13:33,87086,0
372,515,2210,2024-11-11 03:38:52,105744,0
373,421,1040,2024-11-07 20:16:35,77557,0
374,57,498,2024-10-24 00:52:14,11552,0
375,327,644,2024-10-16 14:43:43,92152,0
376,442,2232,2024-10-27 13:05:35,78205,0
377,167,3802,2024-11-11 15:56:33,22054,0
378,227,1758,2024-10-20 23:26:04,121793,0
379,490,154,2024-10-26 06:51:13,23098,0
380,542,1859,2024-11-13 20:52:25,21700,0
381,538,1985,2024-10-29 23:48:23,116567,0
382,184,241,2024-10-17 22:43:06,86322,0
383,165,3455,2024-10-17 00:56:42,55082,0
384,540,320,2024-10-25 01:42:09,27592,0
385,53,3664,2024-11-02 13:07:17,29621,0
386,488,255,2024-10-26 15:01:21,145414,1
387,273,2705,2024-11-11 20:23:13,162162,0
388,172,2174,2024-10-17 06:43:02,47436,0
389,328,2880,2024-11-02 20:20:22,136731,0
390,462,1701,2024-10-23 13:44:26,127887,0
391,332,2701,2024-11-01 01:42:49,239615,0
392,127,3254,2024-11-06 23:12:37,50414,0
393,290,2950,2024-11-03 01:10:50,148215,0
394,359,1385,2024-10-21 07:16:06,73586,0
395,309,3990,2024-11-03 06:10:14,144759,0
396,399,3045,2024-11-03 09:42:24,115935,0
397,355,129,2024-11-14 16:21:04,33276,0
398,458,2908,2024-10-25 05:51:33,161574,1
399,345,2261,2024-10-27 10:45:32,228404,1
400,128,2207,2024-11-04 05:56:59,170972,0
401,59,1344,2024-11-02 08:07:34,90826,0
402,363,3967,2024-10-30 19:15:57,113155,0
403,532,2295,2024-10-16 11:50:27,117965,0
404,164,384,2024-10-19 22:15:47,28186,0
405,294,3513,2024-11-09 19:36:09,251424,0
406,529,2687,2024-10-23 04:00:42,261977,1
407,490,1897,2024-11-08 11:52:47,804267,0
408,303,2444,2024-10-17 07:36:44,152547,0
409,316,1390,2024-10-24 18:25:07,103597,0
410,536,3419,2024-11-05 19:57:02,121676,0
411,423,3832,2024-10-26 10:50:44,174338,0
412,494,2788,2024-10-25 07:42:43,371824,1
413,379,1305,2024-10-20 18:18:03,14771,0
414,538,3762,2024-10-30 11:04:46,98302,0
415,122,1579,2024-11-13 10:29:39,120862,0
416,285,1291,2024-10-21 15:05:17,163409,0
417,146,681,2024-10-19 11:48:52,63416,0
418,236,2151,2024-10-26 23:46:34,34644,0
419,115,1719,2024-11-05 04:14:51,6489,0
420,542,1586,2024-10-24 23:24:18,51394,0
421,32,613,2024-10-27 07:30:41,162717,0
422,131,809,2024-11-10 08:25:26,15035,0
423,26,191,2024-11-13 17:17:40,97009,0
424,388,1666,2024-10-28 12:51:25,67841,0
425,434,2447,2024-10-15 21:06:49,130307,1
426,212,611,2024-10-23 17:51:20,5473,0
427,385,2516,2024-11-13 01:19:42,148607,0
428,260,2833,2024-11-11 19:23:49,109444,0
429,506,2750,2024-10-18 04:27:53,30655,0
430,177,3546,2024-10-19 16:15:04,116246,0
431,365,2664,2024-11-08 14:37:16,85162,0
432,309,3383,2024-10-18 07:42:58,125686,0
433,260,3607,2024-11-07 04:07:14,55965,0
434,262,2893,2024-10-26 09:18:19,84542,0
435,43,315,2024-11-01 20:16:19,279266,0
436,5,368,2024-10-17 07:53:20,222448,1
437,22,1279,2024-10-20 07:44:40,6827,0
438,64,1638,2024-11-12 09:04:14,300580,0
439,131,3801,2024-10-15 19:58:23,44583,0
440,389,13,2024-11-13 18:45:53,94619,0
441,383,3645,2024-11-05 04:41:59,109343,0
442,91,1451,2024-10-26 19:41:59,94594,0
443,66,1212,2024-10-25 00:08:03,53922,0
444,502,3118,2024-10-20 11:14:07,274590,1
445,249,605,2024-10-22 22:38:29,176998,0
446,326,161,2024-11-03 19:04:12,24539,0
447,242,2427,2024-10-19 12:32:57,185463,0
448,95,1576,2024-10-24 16:38:20,191949,0
449,304,3488,2024-11-11 05:11:45,10113,0
450,237,546,2024-10-24 04:52:47,88900,0
451,306,3040,2024-10-23 13:24:43,56299,0
452,136,1164,2024-10-24 18:08:07,270244,1
453,420,3566,2024-10-17 05:51:19,233277,1
454,189,1529,2024-10-18 15:44:58,48038,0
455,205,2254,2024-11-14 11:43:13,72032,0
456,402,736,2024-11-14 04:52:48,145978,0
457,406,861,2024-10-20 03:47:46,68161,0
458,425,897,2024-10-29 11:06:05,9186,0
459,100,3188,2024-10-21 17:31:51,31540,0
460,154,3354,2024-11-02 21:07:49,185621,0
461,80,3662,2024-11-03 03:42:35,112882,0
462,244,266,2024-10-19 04:16:09,139396,0
463,141,443,2024-11-11 01:54:50,18126,0
464,246,3978,2024-11-10 00:49:13,73159,1
465,206,3147,2024-10-16 02:17:05,11021,0
466,26,1158,2024-10-31 07:27:52,126321,0
467,34,753,2024-10-22 03:06:24,159538,0
468,286,3815,2024-11-12 12:28:52,17586,0
469,161,3231,2024-10-21 03:32:59,14241,0
470,283,1863,2024-11-06 17:30:02,166289,0
471,52,1529,2024-10-15 23:11:55,121075,0
472,104,3698,2024-11-09 22:16:16,248986,1
473,475,2797,2024-11-09 13:27:11,101276,0
474,3,3810,2024-10-16 18:01:47,106702,0
475,294,2940,2024-10-24 00:20:45,4788,0
476,353,2010,2024-10-16 08:30:23,239021,1
477,327,3357,2024-10-27 20:43:21,210028,0
478,478,1769,2024-10-16 21:54:19,237920,0
479,220,916,2024-10-29 20:26:01,152828,0
480,423,1132,2024-10-16 09:30:56,121278,0
481,464,1345,2024-10-23 06:16:08,124448,0
482,73,1141,2024-10-21 11:09:17,81161,0
483,376,1928,2024-11-03 04:07:09,163474,0
484,507,102,2024-11-02 04:56:47,22808,0
485,521,1543,2024-11-03 20:39:59,98121,0
486,135,1387,2024-10-21 12:48:17,44969,0
487,445,1657,2024-11-04 05:05:09,545060,0
488,502,1006,2024-11-04 00:34:43,111854,0
489,320,723,2024-11-08 12:29:39,14954,0
490,456,62,2024-10-18 11:01:25,99849,0
491,471,3558,2024-10-25 20:54:42,52265,0
492,518,337,2024-11-04 08:41:32,107890,0
493,22,598,2024-10-26 16:51:29,143443,0
494,470,2951,2024-11-04 15:45:28,151874,0
495,309,2594,2024-10-21 03:02:48,4980,0
496,195,2533,2024-11-04 20:18:32,18049,0
497,414,3583,2024-10-24 17:03:13,173000,0
498,142,2494,2024-10-29 04:45:29,174374,0
499,94,3633,2024-10-21 11:35:54,194946,0
500,198,185,2024-11-11 09:17:18,178183,0
501,226,1609,2024-10-19 01:35:12,276609,0
502,445,1128,2024-11-13 11:52:56,2883,0
503,85,984,2024-11-07 01:08:10,78423,0
504,226,1300,2024-10-27 16:35:31,140436,0
505,303,1379,2024-11-11 23:17:54,3967,0
506,504,1665,2024-10-25 07:01:55,14935,0
507,394,2775,2024-11-13 09:28:03,186827,1
508,434,3035,2024-10-18 04:43:57,31827,0
509,558,749,2024-10-20 02:12:31,208806,1
510,155,3408,2024-10-17 18:12:01,36846,0
511,343,1603,2024-11-11 05:47:52,76641,0
512,247,2765,2024-10-28 04:49:56,74358,0
513,93,3162,2024-11-12 20:47:33,22199,0
514,106,2063,2024-11-14 14:00:10,67416,0
515,11,1292,2024-10-20 13:02:20,152030,0
516,519,3604,2024-10-24 14:23:24,108042,0
517,370,3181,2024-10-26 20:48:41,18332,0
518,413,2947,2024-10-16 22:31:35,66097,0
519,417,952,2024-11-03 21:29:39,45140,0
520,103,669,2024-11-01 11:07:38,60920,0
521,81,466,2024-11-08 10:11:30,119288,0
522,232,1087,2024-11-05 01:53:37,78099,0
523,520,3677,2024-10-24 18:14:38,30767,0
524,178,1180,2024-11-05 14:26:26,27099,0
525,413,1256,2024-11-03 07:07:13,42458,0
526,237,2386,2024-10-19 17:40:03,63524,0
527,389,3336,2024-11-12 06:30:03,129710,0
528,443,2274,2024-11-09 08:09:24,129502,0
529,366,963,2024-11-04 18:36:40,72247,0
530,410,711,2024-11-11 22:45:40,170199,0
531,139,377,2024-11-07 09:41:43,97487,0
532,251,2458,2024-11-14 05:33:16,25053,0
533,119,2748,2024-10-25 20:50:36,119477,0
534,70,306,2024-10-17 20:07:46,136967,0
535,147,2250,2024-10-19 00:44:23,169000,1
536,204,1928,2024-11-08 17:42:24,891487,1
537,556,654,2024-10-26 10:56:42,32518,0
538,132,315,2024-10-19 21:15:48,44964,0
539,421,1116,2024-10-19 14:46:19,55693,0
540,277,545,2024-10-21 19:44:37,117468,0
541,202,2915,2024-11-13 11:46:57,48497,0
542,50,219,2024-11-04 17:25:34,68780,0
543,441,2190,2024-10-23 14:02:22,141755,0
544,331,2065,2024-10-25 05:55:58,42443,0
545,456,73,2024-11-01 21:05:15,85097,0
546,143,3945,2024-10-18 16:51:20,304308,0
547,412,3195,2024-10-31 21:55:10,146095,0
548,314,2205,2024-11-08 15:57:08,118684,0
549,479,1212,2024-11-02 06:12:01,91200,0
550,328,565,2024-10-26 04:39:29,65689,0
551,176,1761,2024-10-28 05:28:52,86381,0
552,332,2085,2024-11-11 13:15:34,35646,0
553,523,1288,2024-11-09 17:24:08,192248,0
554,382,1169,2024-10-30 10:02:31,159946,0
555,412,1790,2024-10-22 00:37:21,10254,0
556,110,2696,2024-11-12 21:25:29,170014,0
557,341,1987,2024-10-20 07:22:29,304179,0
558,6,270,2024-10-26 19:33:18,49006,0
559,501,491,2024-11-04 18:12:45,116335,0
560,16,1634,2024-11-08 13:49:58,261820,0
561,504,1084,2024-10-19 02:31:24,98813,0
562,305,142,2024-10-29 06:56:06,104645,0
563,229,2288,2024-10-17 11:43:12,52305,0
